Respondent_Serial,language,country,yyyymmdd,AgeGender,weight,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
14572,Portuguese,Portugal,20210605,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,21,man,Portugal: Lisboa & Tagus Valley,extremely,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,a little,very,not at all,a little,not at all,moderately,extremely,not at all
14573,English,Australia,20210605,Men 21-25,1.132676677935844,South Australia, , , , , , , , , ,21,man,Australia: South Australia,moderately,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,prefer not to say,no,no,no,no,no,no,no,I don't talk to other people about climate change,moderately,no,prefer not to say,prefer not to say,no,prefer not to say,no,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
14574,Portuguese,Portugal,20210605,Men 21-25,0.8413330197190394, , , , , , , ,Algarve, , ,24,man,Portugal: Algarve,very,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,a little,yes,no,no,yes,no,no,yes,yes,no,a little,not at all,a little,moderately,a little,not at all,very,moderately,not at all
14576,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,19,man,Australia: New South Wales,moderately,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,moderately,yes,yes,no,no,yes,no,yes,no,no,moderately,moderately,moderately,moderately,moderately,moderately,a little,moderately,moderately
14582,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,22,man,Australia: New South Wales,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,moderately,not at all,moderately,not at all,not at all,moderately
14587,Portuguese,Portugal,20210605,Men 21-25,0.7757390422624343, , , , , , , ,Center, , ,21,man,Portugal: Center,very,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,moderately,no,no,yes,yes,no,yes,yes,yes,yes,moderately,moderately,moderately,a little,moderately,not at all,extremely,a little,not at all
14598,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,22,man,Australia: New South Wales,moderately,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,no,no,no,yes,yes,no,no,no,no,a little,not at all,not at all,a little,not at all,a little,not at all,not at all,a little
14599,Finnish,Finland,20210605,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,24,man,Finland: South Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,not at all,yes,no,no,no,yes,yes,no,yes,yes,a little,extremely,very,moderately,moderately,extremely,moderately,a little,moderately
14602,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,24,man,Australia: New South Wales,very,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,not at all,moderately,a little,moderately,a little,very,moderately,not at all
14603,Portuguese,Portugal,20210605,Women 21-25,0.6749451399178247, , , , , , , ,Lisboa & Tagus Valley, , ,21,woman,Portugal: Lisboa & Tagus Valley,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,yes,no,no,no,a little,a little,a little,a little,a little,a little,a little,a little,a little
14605,Finnish,Finland,20210605,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,25,woman,Finland: South Finland,moderately,yes,yes,yes,no,no,no,yes,prefer not to say,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,a little,prefer not to say,no,yes,prefer not to say,prefer not to say,no,prefer not to say,prefer not to say,yes,moderately,a little,a little,a little,prefer not to say,not at all,prefer not to say,prefer not to say,prefer not to say
14606,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,22,man,Australia: New South Wales,moderately,yes,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,completely reassured,yes,no,no,yes,yes,yes,yes,no,no,moderately,extremely,a little,a little,moderately,extremely,a little,extremely,extremely
14609,English,Nigeria,20210605,Women 21-25,0.43344073413242235, , , , ,South West, , , , , ,23,woman,Nigeria: South West,a little,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,I don't talk to other people about climate change,not at all,no,no,no,no,no,no,yes,yes,no,a little,not at all,a little,a little,not at all,a little,a little,not at all,not at all
14610,Portuguese,Portugal,20210605,Women 21-25,0.6749451399178247, , , , , , , ,Lisboa & Tagus Valley, , ,24,woman,Portugal: Lisboa & Tagus Valley,very,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,not at all,moderately,not at all,extremely,a little,not at all
14611,Portuguese,Portugal,20210605,Men 21-25,0.8432625289349607, , , , , , , ,North, , ,22,man,Portugal: North,very,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,a little,no,no,no,yes,yes,yes,no,no,no,moderately,moderately,very,a little,very,moderately,a little,a little,a little
14613,English,Nigeria,20210605,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,22,woman,Nigeria: North Central,extremely,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,yes,yes,no,no,yes,no,no,a little,not at all,not at all,extremely,moderately,a little,not at all,extremely,extremely
14617,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,18,man,Australia: New South Wales,very,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,very,moderately,moderately,not at all,very,not at all,very,moderately,not at all
14619,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,21,man,Australia: New South Wales,not worried,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,not at all,no,yes,yes,yes,yes,yes,yes,yes,yes,a little,a little,very,not at all,not at all,very,very,a little,extremely
14620,English,Australia,20210605,Men 16-20,1.1407050060655763,South Australia, , , , , , , , , ,20,man,Australia: South Australia,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,a little,no,yes,yes,yes,yes,yes,yes,yes,yes,a little,a little,a little,a little,a little,a little,a little,a little,a little
14622,Finnish,Finland,20210605,Women 21-25,0.7870439499531771, , , , , , ,North Finland, , , ,21,woman,Finland: North Finland,moderately,yes,yes,no,yes,yes,prefer not to say,no,no,no,no,no,yes,no,no,prefer not to say,prefer not to say,no,yes,yes,yes,no,no,no,a little,yes,yes,no,yes,yes,yes,no,yes,no,not at all,a little,a little,moderately,prefer not to say,very,not at all,not at all,very
14624,English,Australia,20210605,Men 21-25,1.1454722379730697,Western Australia, , , , , , , , , ,21,man,Australia: Western Australia,extremely,yes,yes,yes,yes,no,yes,yes,prefer not to say,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,no,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all
14625,Portuguese,Portugal,20210605,Men 21-25,0.7576729285765252, , , , , , , ,Lisboa & Tagus Valley, , ,22,man,Portugal: Lisboa & Tagus Valley,very,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,not at all,yes,yes,no,yes,yes,no,yes,yes,no,moderately,moderately,very,a little,a little,not at all,moderately,moderately,a little
14628,Finnish,Finland,20210605,Men 16-20,1.0478541383029216, , , , , , ,South Finland, , , ,19,man,Finland: South Finland,a little,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,not at all,no,yes,no,no,yes,no,yes,no,no,a little,not at all,not at all,moderately,a little,not at all,a little,a little,not at all
14631,English,Australia,20210605,Men 16-20,1.1535912600815725,Western Australia, , , , , , , , , ,20,man,Australia: Western Australia,moderately,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,a little,yes,no,yes,yes,yes,no,no,yes,yes,moderately,very,very,a little,extremely,not at all,very,very,a little
14632,English,Australia,20210605,Men 16-20,1.1535912600815725,Western Australia, , , , , , , , , ,20,man,Australia: Western Australia,very,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,very,yes,no,no,yes,no,yes,no,no,yes,very,very,very,very,very,very,very,very,very
14633,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,18,man,Australia: New South Wales,moderately,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,moderately,a little,a little,a little,a little,very,moderately,a little
14634,Finnish,Finland,20210605,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,22,man,Finland: South Finland,extremely,yes,prefer not to say,yes,yes,prefer not to say,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,completely reassured,yes,no,no,no,yes,yes,no,yes,no,very,extremely,extremely,very,very,extremely,extremely,extremely,extremely
14639,Finnish,Finland,20210605,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,21,man,Finland: South Finland,moderately,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,a little,yes,no,no,no,no,no,yes,yes,yes,moderately,a little,very,very,moderately,moderately,extremely,extremely,very
14645,English,Australia,20210605,Men 21-25,1.132676677935844,South Australia, , , , , , , , , ,23,man,Australia: South Australia,extremely,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,not at all,no,no,yes,no,yes,no,no,yes,yes,very,a little,moderately,a little,very,not at all,moderately,prefer not to say,not at all
14647,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,22,man,Australia: New South Wales,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
14653,English,Nigeria,20210605,Women 21-25,0.43344073413242235, , , , ,South West, , , , , ,25,woman,Nigeria: South West,extremely,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,moderately,no,no,no,no,yes,no,yes,yes,no,moderately,a little,very,very,moderately,a little,a little,very,moderately
14655,Portuguese,Portugal,20210605,Men 21-25,1.7885934526691878, , , , , , , ,Alentejo, , ,22,man,Portugal: Alentejo,extremely,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,completely reassured,yes,yes,prefer not to say,yes,yes,prefer not to say,no,yes,yes,prefer not to say,a little,extremely,extremely,extremely,extremely,very,prefer not to say,very
14656,Portuguese,Portugal,20210605,Women 16-20,1.55779706018119, , , , , , , ,North, , ,20,woman,Portugal: North,moderately,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,moderately,a little,a little,a little,moderately,moderately,a little,a little
14659,Portuguese,Portugal,20210605,Men 16-20,2.7770003321467085, , , , , , , ,Alentejo, , ,20,man,Portugal: Alentejo,very,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,not at all,no,no,no,no,no,no,yes,yes,yes,very,moderately,moderately,not at all,very,a little,moderately,moderately,a little
14660,Portuguese,Portugal,20210605,Women 21-25,0.7494706637844454, , , , , , , ,Algarve, , ,24,woman,Portugal: Algarve,moderately,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,yes,moderately,not at all,moderately,not at all,not at all,not at all,not at all,not at all,not at all
14664,Portuguese,Portugal,20210605,Men 21-25,0.7757390422624343, , , , , , , ,Center, , ,23,man,Portugal: Center,extremely,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,yes,no,yes,yes,yes,extremely,extremely,very,not at all,extremely,not at all,very,not at all,not at all
14669,English,Nigeria,20210605,Women 21-25,0.48546618435553623, , , , ,South South, , , , , ,24,woman,Nigeria: South South,a little,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,not at all,no,yes,no,yes,yes,yes,yes,yes,no,a little,a little,a little,extremely,moderately,extremely,very,a little,moderately
14670,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,21,man,Australia: New South Wales,very,yes,no,yes,prefer not to say,no,yes,yes,yes,yes,yes,prefer not to say,yes,prefer not to say,no,no,yes,yes,yes,no,yes,yes,yes,yes,a little,no,no,yes,yes,no,yes,yes,no,no,a little,very,very,moderately,very,a little,moderately,moderately,a little
14671,Portuguese,Portugal,20210605,Men 16-20,1.2044255081036508, , , , , , , ,Center, , ,19,man,Portugal: Center,moderately,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,a little,yes,no,yes,yes,yes,yes,no,no,no,a little,not at all,not at all,not at all,not at all,a little,not at all,a little,very
14672,Finnish,Finland,20210605,Men 16-20,1.0478541383029216, , , , , , ,South Finland, , , ,18,man,Finland: South Finland,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,no,no,no,a little,prefer not to say,a little,not at all,extremely,prefer not to say,prefer not to say,prefer not to say,not at all
14673,Finnish,Finland,20210605,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,22,woman,Finland: South Finland,moderately,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,a little,prefer not to say,no,no,no,no,no,prefer not to say,no,prefer not to say,a little,a little,a little,a little,a little,a little,a little,a little,a little
14675,English,Nigeria,20210605,Women 21-25,0.5484544101033021, , , , ,North Central, , , , , ,24,woman,Nigeria: North Central,moderately,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,a little,no,no,yes,yes,no,no,yes,no,no,not at all,not at all,a little,a little,not at all,not at all,not at all,not at all,a little
14677,Portuguese,Portugal,20210605,Men 16-20,1.2044255081036508, , , , , , , ,Center, , ,20,man,Portugal: Center,a little,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,prefer not to say,yes,yes,very,yes,yes,yes,yes,yes,no,yes,yes,yes,moderately,moderately,moderately,moderately,very,a little,not at all,not at all,not at all
14680,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,24,man,Australia: New South Wales,moderately,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,I don't talk to other people about climate change,moderately,no,no,prefer not to say,prefer not to say,prefer not to say,prefer not to say,no,yes,no,not at all,very,not at all,a little,very,a little,moderately,moderately,not at all
14683,Finnish,Finland,20210605,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,21,man,Finland: South Finland,very,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,moderately,yes,no,yes,yes,no,no,yes,yes,no,moderately,a little,moderately,moderately,moderately,not at all,a little,moderately,a little
14686,English,Australia,20210605,Men 21-25,1.075367824346403,New South Wales, , , , , , , , , ,25,man,Australia: New South Wales,very,no,yes,yes,no,yes,prefer not to say,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,very,yes,yes,no,yes,yes,no,yes,yes,yes,extremely,very,very,very,very,extremely,very,very,moderately
14688,Finnish,Finland,20210605,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,23,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,not at all,moderately,not at all,moderately,very,not at all
14689,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,20,man,Australia: New South Wales,extremely,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,moderately,a little,very,not at all,a little,very,not at all
14690,Finnish,Finland,20210605,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,23,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,not at all,very,not at all,very,very,not at all
14692,English,Australia,20210605,Men 16-20,1.1471480462743575,Australian Capital Territory, , , , , , , , , ,20,man,Australia: Australian Capital Territory,extremely,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,prefer not to say,very,very,very,a little,moderately,a little,extremely,moderately
14693,English,Australia,20210605,Men 16-20,1.0829899515802246,New South Wales, , , , , , , , , ,19,man,Australia: New South Wales,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all
14694,Finnish,Finland,20210605,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,25,woman,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,prefer not to say,yes,no,yes,yes,no,prefer not to say,yes,no,a little,no,no,yes,no,prefer not to say,no,yes,yes,yes,moderately,very,very,a little,moderately,not at all,prefer not to say,extremely,not at all
